uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy
"642890f7-9629-4f3d-951b-f185d5dbf8e9","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C2","2016-06-01T11Z","HARV_013.C2.2016-06-01T06:59-04:00[US/Eastern]",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",12,"singing","No","Unknown",1,,"JRITT"
"336820a1-1468-4a48-968e-6713e74b07d0","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C2","2016-06-01T11Z","HARV_013.C2.2016-06-01T06:59-04:00[US/Eastern]",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",6,"singing","No","Unknown",1,,"JRITT"
"8585953d-21e7-4794-b4ed-627aa9c1ebb5","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C2","2016-06-01T11Z","HARV_013.C2.2016-06-01T06:59-04:00[US/Eastern]",1,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",3,"singing","No","Unknown",1,,"JRITT"
"6f79a74e-27cd-421f-b738-c1a487e6a94f","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C2","2016-06-01T11Z","HARV_013.C2.2016-06-01T06:59-04:00[US/Eastern]",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",16,"singing","No","Unknown",1,,"JRITT"
"5b467d62-5691-48eb-93c0-952ef952ac49","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C2","2016-06-01T11Z","HARV_013.C2.2016-06-01T06:59-04:00[US/Eastern]",5,"Y","TUTI","Baeolophus bicolor","species","Tufted Titmouse",8,"singing","No","Unknown",1,,"JRITT"
"d3015273-802e-427b-98a2-8e0f082ea38a","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C2","2016-06-01T11Z","HARV_013.C2.2016-06-01T06:59-04:00[US/Eastern]",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",25,"singing","No","Unknown",1,,"JRITT"
"b77024aa-2ff8-4d71-8528-7144ab3b69c4","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C2","2016-06-01T11Z","HARV_013.C2.2016-06-01T06:59-04:00[US/Eastern]",4,"Y","PIWA","Setophaga pinus","species","Pine Warbler",55,"singing","No","Unknown",1,,"JRITT"
"c9f1d18c-130d-417f-a575-b1c9aa6d84b2","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C2","2016-06-01T11Z","HARV_013.C2.2016-06-01T06:59-04:00[US/Eastern]",2,"Y","VEER","Catharus fuscescens","species","Veery",44,"singing","No","Unknown",1,,"JRITT"
"85752e21-1795-4f6c-8c92-45522c9f440a","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C2","2016-06-01T11Z","HARV_013.C2.2016-06-01T06:59-04:00[US/Eastern]",6,"Y","BAOR","Icterus galbula","species","Baltimore Oriole",14,"calling","Yes","Male",1,,"JRITT"
"a17eb0c4-c59e-4458-bd97-daee2c56d78e","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C2","2016-06-01T11Z","HARV_013.C2.2016-06-01T06:59-04:00[US/Eastern]",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",20,"singing","No","Unknown",1,,"JRITT"
"8dbeaec0-f2dd-4599-a750-d73d01e4a324","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C2","2016-06-01T11Z","HARV_013.C2.2016-06-01T06:59-04:00[US/Eastern]",3,"N",,,,,,,,,,,"JRITT"
"f80039d5-9f8a-481d-aafd-e074fda338eb","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",1,"Y","EAWP","Contopus virens","species","Eastern Wood-Pewee",35,"singing","No","Unknown",1,,"JRITT"
"9b61cd0f-48ba-4f65-bc60-c68519c80c73","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",3,"Y","PIWA","Setophaga pinus","species","Pine Warbler",19,"singing","No","Unknown",1,,"JRITT"
"0a42dc15-2aa6-4381-affe-da1532100d83","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",5,"Y","SCTA","Piranga olivacea","species","Scarlet Tanager",9,"visual","Yes","Male",1,,"JRITT"
"89586063-8af4-4f33-b102-edfdba003b7f","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",5,"Y","UNBI","Aves sp.","class",,200,"singing","No","Unknown",1,,"JRITT"
"ba4e31e2-cb2d-4588-b604-9b00f8b8f834","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",3,"Y","AMRE","Setophaga ruticilla","species","American Redstart",37,"singing","No","Unknown",1,,"JRITT"
"90d9b197-35d4-4ce8-b777-42feb4f1106c","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",2,"N",,,,,,,,,,,"JRITT"
"be46a252-dba7-4ea5-b132-5204a5ff2625","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",3,"Y","PIWA","Setophaga pinus","species","Pine Warbler",11,"singing","No","Unknown",1,,"JRITT"
"a2542429-9ab8-4ffc-91ce-5cfb9370771c","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",22,"singing","No","Unknown",1,,"JRITT"
"f8429172-d6ab-4549-a53b-eead4decd000","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",15,"singing","No","Unknown",1,,"JRITT"
"a645a362-996f-4a78-bc8a-b5927f029bc1","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",4,"Y","WITU","Meleagris gallopavo","species","Wild Turkey",87,"calling","No","Unknown",1,,"JRITT"
"f3125830-2b25-4723-9f1a-859d1b48af12","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",50,"singing","No","Unknown",1,,"JRITT"
"8a110dbd-138d-4cc5-bec3-9e3ffada7c9e","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",6,"N",,,,,,,,,,,"JRITT"
"b9069720-8bcc-49bb-802f-e9850fb1b9da","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Unknown",1,,"JRITT"
"68fe1d2c-9e58-4bd6-b9f7-31ee28d24706","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",4,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",75,"calling","No","Unknown",1,,"JRITT"
"7562afc4-6615-4f41-bb39-300c5162aa4d","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",1,"Y","VEER","Catharus fuscescens","species","Veery",47,"calling","No","Unknown",1,,"JRITT"
"719be627-9d6e-43fa-b75f-3d38b8ba08ac","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",44,"singing","No","Unknown",1,,"JRITT"
"57475b14-a762-4ff5-98ec-6c8f99e89536","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","C3","2016-06-01T11Z","HARV_013.C3.2016-06-01T07:23-04:00[US/Eastern]",1,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",28,"singing","No","Unknown",1,,"JRITT"
"ab43f9a5-a2b3-4914-84c3-2f31d2ce59c1","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B2","2016-06-01T12Z","HARV_013.B2.2016-06-01T07:57-04:00[US/Eastern]",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",10,"singing","No","Unknown",1,,"JRITT"
"0cd28b93-7124-4a09-afaa-d06e47dbadc1","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B2","2016-06-01T12Z","HARV_013.B2.2016-06-01T07:57-04:00[US/Eastern]",6,"Y","EATO","Pipilo erythrophthalmus","species","Eastern Towhee",17,"calling","Yes","Male",1,,"JRITT"
"ace760fc-70fd-49b5-9a4e-541aec762fa7","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B2","2016-06-01T12Z","HARV_013.B2.2016-06-01T07:57-04:00[US/Eastern]",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",22,"singing","No","Unknown",1,,"JRITT"
"7b72a18e-b573-4695-a3bb-2070c9846312","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B2","2016-06-01T12Z","HARV_013.B2.2016-06-01T07:57-04:00[US/Eastern]",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",14,"singing","No","Unknown",1,,"JRITT"
"139dd915-3c84-47f1-9296-54ace6cc7720","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B2","2016-06-01T12Z","HARV_013.B2.2016-06-01T07:57-04:00[US/Eastern]",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",18,"singing","No","Unknown",1,,"JRITT"
"905d2271-c9db-4606-98fc-e6214435159b","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B2","2016-06-01T12Z","HARV_013.B2.2016-06-01T07:57-04:00[US/Eastern]",5,"Y","WOTH","Hylocichla mustelina","species","Wood Thrush",12,"singing","No","Unknown",1,,"JRITT"
"b1a9b50b-e47e-4115-87bc-8aade4911bca","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B2","2016-06-01T12Z","HARV_013.B2.2016-06-01T07:57-04:00[US/Eastern]",1,"Y","VEER","Catharus fuscescens","species","Veery",20,"singing","No","Unknown",1,,"JRITT"
"4c4ff3ba-6c31-4834-ac14-6462197711a3","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B2","2016-06-01T12Z","HARV_013.B2.2016-06-01T07:57-04:00[US/Eastern]",2,"Y","PIWA","Setophaga pinus","species","Pine Warbler",24,"singing","No","Unknown",1,,"JRITT"
"8cdb21ff-d4b8-4ba3-b1be-19d2b6bd334f","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B2","2016-06-01T12Z","HARV_013.B2.2016-06-01T07:57-04:00[US/Eastern]",2,"Y","EATO","Pipilo erythrophthalmus","species","Eastern Towhee",27,"calling","Yes","Male",1,,"JRITT"
"4ef0a4cb-48f6-4fba-9b08-4acc9ef2eda4","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B2","2016-06-01T12Z","HARV_013.B2.2016-06-01T07:57-04:00[US/Eastern]",4,"N",,,,,,,,,,,"JRITT"
"21171e9f-d84e-4caf-8554-ccc3b845e5d2","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B2","2016-06-01T12Z","HARV_013.B2.2016-06-01T07:57-04:00[US/Eastern]",1,"Y","EAWP","Contopus virens","species","Eastern Wood-Pewee",24,"singing","No","Unknown",1,,"JRITT"
"0df64931-0c7c-49c2-b901-a38619a7988f","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B2","2016-06-01T12Z","HARV_013.B2.2016-06-01T07:57-04:00[US/Eastern]",3,"Y","AMRE","Setophaga ruticilla","species","American Redstart",31,"singing","No","Unknown",1,,"JRITT"
"0904be91-2dbf-4a2b-bf4d-907179ee1d20","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B2","2016-06-01T12Z","HARV_013.B2.2016-06-01T07:57-04:00[US/Eastern]",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",6,"visual","Yes","Unknown",1,,"JRITT"
"c8058571-3c09-44b2-bc8e-569796b4886d","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Unknown",1,,"JRITT"
"20816a94-8a16-4dd1-ba4c-85e207260ae3","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",1,"Y","PIWA","Setophaga pinus","species","Pine Warbler",27,"singing","No","Unknown",1,,"JRITT"
"bd7fd867-3aff-4cc5-b6d5-f073150db0cf","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",12,"singing","No","Unknown",1,,"JRITT"
"6856f1ac-df87-498d-9ddd-25a6aa3c0e11","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",1,"Y","VEER","Catharus fuscescens","species","Veery",11,"singing","No","Unknown",1,,"JRITT"
"c2f83d9d-7b52-416e-8642-c9e84b66ecaa","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",2,"singing","No","Unknown",1,,"JRITT"
"ea11c917-aa4d-4050-b99f-26d7d155fbd5","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",2,"Y","DOWO","Picoides pubescens","species","Downy Woodpecker",15,"calling","No","Unknown",1,,"JRITT"
"57b2d799-cebd-4dfb-9e21-569c8b0f8c93","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",18,"singing","No","Unknown",1,,"JRITT"
"b2c4157b-765b-4cae-9584-e4266b22c21c","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",2,"Y","AMRE","Setophaga ruticilla","species","American Redstart",35,"singing","No","Unknown",1,,"JRITT"
"30e1b80c-b7aa-462e-9a3e-b885f8e9f470","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",3,"Y","AMRE","Setophaga ruticilla","species","American Redstart",12,"singing","No","Unknown",1,,"JRITT"
"86afce33-af81-41d1-9c09-fb6eeb16bd02","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",3,"Y","SCTA","Piranga olivacea","species","Scarlet Tanager",33,"singing","No","Unknown",1,,"JRITT"
"e5910d4f-2d83-4f13-887b-5dadb58c4233","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",4,"Y","AMCR","Corvus brachyrhynchos","species","American Crow",67,"singing","No","Unknown",1,,"JRITT"
"c726dff7-d4ac-40a4-a59c-19b0e1b53e42","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",3,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",15,"singing","No","Unknown",1,,"JRITT"
"da26ff41-cd41-44cc-b779-ae4257a9927a","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",5,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",35,"singing","No","Unknown",1,,"JRITT"
"6448b33f-39bf-4f6b-a1d5-2f274c3997b6","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","B3","2016-06-01T12Z","HARV_013.B3.2016-06-01T08:19-04:00[US/Eastern]",6,"N",,,,,,,,,,,"JRITT"
"f71052c6-c76a-4b03-a763-7ecc558a2cd4","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",14,"singing","No","Unknown",1,,"JRITT"
"dbe617b8-9743-4a72-af24-44051bdfb880","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",1,"Y","AMRE","Setophaga ruticilla","species","American Redstart",30,"singing","No","Unknown",1,,"JRITT"
"870aad95-87c9-43ed-92ae-ed23cda38a02","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",1,"Y","HAWO","Picoides villosus","species","Hairy Woodpecker",10,"calling","No","Unknown",1,,"JRITT"
"21271bb6-09be-4442-bb22-92fda06d16b4","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",28,"singing","No","Unknown",1,,"JRITT"
"79119dd6-fc27-49dd-b12c-595e0dded0c8","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",28,"singing","No","Unknown",1,,"JRITT"
"e60508dc-5c7a-482a-89f5-d7acafebc2b8","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",1,"Y","AMRE","Setophaga ruticilla","species","American Redstart",22,"singing","No","Unknown",1,,"JRITT"
"c79fef22-c248-49ec-b5e4-36c437028476","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",4,"Y","COYE","Geothlypis trichas","species","Common Yellowthroat",12,"singing","No","Unknown",1,,"JRITT"
"e38aade6-0513-4bc5-b9ce-c071d6fc333d","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",3,"Y","CANG","Branta canadensis","species","Canada Goose",250,"calling","No","Unknown",4,,"JRITT"
"74dab6ff-f556-483e-ba5d-fe455f5c88c9","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",3,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",17,"singing","No","Unknown",1,,"JRITT"
"e7000087-b06f-47c4-8be2-c64c16fdb5cf","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",2,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",33,"singing","No","Unknown",1,,"JRITT"
"6246ae33-c090-4def-abf5-3900104eaec3","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",1,"Y","VEER","Catharus fuscescens","species","Veery",24,"singing","No","Unknown",1,,"JRITT"
"fe98ee76-f19d-4260-92c6-f4413ebeddcf","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",3,"singing","Yes","Unknown",1,,"JRITT"
"85acda92-292a-4157-b1cc-458c3aa86223","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",3,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",49,"singing","No","Unknown",1,,"JRITT"
"e3715c95-5d7a-4c5a-92e0-a1913e91960e","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",2,"Y","AMCR","Corvus brachyrhynchos","species","American Crow",175,"calling","No","Unknown",1,,"JRITT"
"45d5b87c-1854-4521-8da1-6be921e92161","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",6,"Y","YBSA","Sphyrapicus varius","species","Yellow-bellied Sapsucker",13,"drumming","Yes","Unknown",1,,"JRITT"
"8d23b24d-8d86-4a22-be8e-a617eec07379","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",5,"N",,,,,,,,,,,"JRITT"
"7796f401-3380-461e-9130-69f361d1e95a","HARV_013.birdGrid.brd","D01","HARV","HARV_013","distributed","A3","2016-06-01T13Z","HARV_013.A3.2016-06-01T08:40-04:00[US/Eastern]",3,"Y","EAWP","Contopus virens","species","Eastern Wood-Pewee",42,"singing","No","Unknown",1,,"JRITT"
