uid,nightuid,namedLocation,domainID,siteID,plotID,trapCoordinate,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,trapStatus,trapType,collectDate,endDate,tagID,individualCode,taxonID,scientificName,taxonRank,identificationQualifier,identificationReferences,nativeStatusCode,sex,recapture,fate,replacedTag,lifeStage,testes,nipples,pregnancyStatus,vagina,hindfootLength,earLength,tailLength,totalLength,weight,larvalTicksAttached,nymphalTicksAttached,adultTicksAttached,bloodSampleID,bloodSampleBarcode,bloodSampleMethod,fecalSampleID,fecalSampleBarcode,fecalSampleCondition,earSampleID,earSampleBarcode,hairSampleID,hairSampleBarcode,hairSampleContents,voucherSampleID,voucherSampleBarcode,measuredBy,recordedBy,remarks,dataQF
"dcadc7c4-ed82-4f08-a671-4fa443e79132","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","G6","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"cbe6c37b-7db9-4b86-9c63-d3ab91ba07d4","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","G3","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"a34ee99b-0a2c-407e-a59c-8c9a76a89c9b","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","G4","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"2bce4110-30fa-4806-98f7-4a1b8fe15c68","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","G9","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"3b1a1b2e-a974-4cf8-821a-5865328b12ef","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","G7","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"2 - trap disturbed/door closed but empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"16239c72-8b74-47b9-a24b-c06c2a56e525","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","G8","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"bc254181-f6ea-4c26-85eb-64403a2ea14d","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","F2","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"481806b7-0b5c-41cf-bec7-5ec48ce19f0f","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","F3","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"0bb336b6-e05a-481a-8ff0-7a298b18bf9e","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","H6","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"904e1587-ce27-4b0c-8746-4d9b2e41200a","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","D1","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"6a5ea70f-3d15-43d7-8937-fcb5561ec6f4","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","D3","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"7b416fad-cba1-430b-8315-23babdf84efc","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","D2","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"6841a0ac-f445-4682-a5c9-4223b624702c","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","D4","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"573e61bc-1e1a-4682-ac0f-2884a47d1f59","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","D5","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"a6dd172a-5932-451d-aefa-f88979429a23","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","D6","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"edbbb485-1e98-4cfb-ac5c-6772a97600f4","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","J1","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"0560f371-cdc0-4eda-a7b1-11c0a3893a6f","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B6","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"a11383ad-2cc7-409a-89ea-f39f8e765c12","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B7","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"d7994659-6a13-4129-8df4-6347350a81b4","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B8","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"08a56a0b-d492-4639-a397-8fa6409c27c4","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B9","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"64b73a41-f753-4f24-941b-aeac0cc82c86","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B2","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"403e3a6a-47fb-435a-a8d4-d499c0179290","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","B3","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"4274a9e3-57c9-44b2-9703-3e41bea121fb","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","I3","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"e15c92fd-5d3c-4ae4-9df5-52d5f29a3400","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","A9","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"2cc66798-a592-40e3-8b76-4cb217870c03","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","A7","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"4f93cd6e-552a-4690-b8e9-c07da08bd282","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","A5","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"4031c0e4-0887-4fb5-ae13-b5bd677398ce","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","A8","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"40764518-bb2f-4a5e-a5bb-5183edf82aab","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","A3","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"634ef7a5-f1f9-403d-974e-ff8e02c0bdfe","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","A6","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"0580ccbd-be2f-45a5-9e00-2851d98b042c","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","A4","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"a19b2108-dd87-433a-92ba-196f2d637332","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","A1","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"36707998-22ac-4e03-a1ed-7adc7e4027d6","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","A2","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
"7cb0cb3f-01b2-4e32-b8af-6a00f229b67c","535FAF2E8BDB45EA9C668B02B6FA9FCF","HARV_016.mammalGrid.mam","D01","HARV","HARV_016","A10","distributed","woodyWetlands",42.457572,-72.230640,"WGS84",,219.8,,"6 - trap set and empty",,"2013-06-19","2013-06-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"kgodfrey@neoninc.org","gvanscoy@neoninc.org",,
